what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1445106659762
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1445106659764
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1445106659765
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1445106659765
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1445106659766
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1445106659767
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1445106659768
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1445106659768
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1445106659769
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1445106659770
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1445106659771
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1445106659772
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1445106659772
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1445106659773
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1445106659774
os,sysinfo,,,"win32",1445106659778
arch,sysinfo,,,"x86_64",1445106659778
ws,sysinfo,,,"win32",1445106659778
locale,sysinfo,,,"en_CA",1445106659778
processors,sysinfo,,,"4",1445106659778
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1445106659778
java.runtime.version,sysinfo,,,"1.7.0_71-b14",1445106659778
java.specification.name,sysinfo,,,"Java Platform API Specification",1445106659778
java.specification.vendor,sysinfo,,,"Oracle Corporation",1445106659778
java.specification.version,sysinfo,,,"1.7",1445106659778
java.vendor,sysinfo,,,"Oracle Corporation",1445106659778
java.version,sysinfo,,,"1.7.0_71",1445106659778
java.vm.info,sysinfo,,,"mixed mode",1445106659778
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1445106659778
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1445106659778
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1445106659778
java.vm.specification.version,sysinfo,,,"1.7",1445106659778
java.vm.vendor,sysinfo,,,"Oracle Corporation",1445106659778
java.vm.version,sysinfo,,,"24.71-b01",1445106659778
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1445106660809
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1445106661385
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1445106661542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106661615
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1445106664227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106666835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106668628
error,log,,,"The project description file (.project) for 'Rain' is missing.  This file contains important information about the project.  The project will not function properly until this file is restored.",1445106668635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106671135
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1445106675101
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1445106675267
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1445106675286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106675331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106677078
error,log,,,"The project description file (.project) for 'Rain' is missing.  This file contains important information about the project.  The project will not function properly until this file is restored.",1445106679722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106679738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106685986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106687448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106702520
error,log,,,"The project description file (.project) for 'Rain' is missing.  This file contains important information about the project.  The project will not function properly until this file is restored.",1445106704366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106704375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106709903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106710904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106721335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106721419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106723645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106723738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106725980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106725996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106726109
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1445106726323
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1445106726339
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1445106726404
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1445106726412
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1445106726426
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1445106726433
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1445106726436
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1445106726762
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1445106726767
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1445106726992
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1445106726995
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1445106730619
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1445106730869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106730963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106733699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106733794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106735293
error,log,,,"The project description file (.project) for 'Rain' is missing.  This file contains important information about the project.  The project will not function properly until this file is restored.",1445106737246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106737263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106737390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106740876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106741005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106741471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106756727
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1445106759981
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1445106759999
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1445106760081
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1445106760082
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1445106760198
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1445106760284
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1445106760355
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1445106760547
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1445106760557
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.openProject",1445106765722
error,log,,,"The project description file (.project) for 'Rain' is missing.  This file contains important information about the project.  The project will not function properly until this file is restored.",1445106765739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106765763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106766952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106771299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106774102
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1445106782129
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1445106782495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106785262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106786662
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1445106786692
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445106787058
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1445106787595
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1445106787596
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1445106787597
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1445106787598
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1445106787601
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1445106787602
